,Source,Sink,Time,Value
679,PGE_valley,SCE,32,930.2751938537319
680,PGE_valley,SCE,33,0.0
681,PGE_valley,SCE,34,0.0
682,PGE_valley,SCE,35,212.43134740380108
683,PGE_valley,SCE,36,214.1700350315044
684,PGE_valley,SCE,37,0.0
685,PGE_valley,SCE,38,0.0
686,PGE_valley,SCE,39,0.0
687,PGE_valley,SCE,40,596.378946972919
688,PGE_valley,SCE,41,1839.9947406726094
689,PGE_valley,SCE,42,2097.1078422038368
690,PGE_valley,SCE,43,2562.721376084497
691,PGE_valley,SCE,44,3217.485295599343
692,PGE_valley,SCE,45,3374.772244674089
693,PGE_valley,SCE,46,3880.2253119779652
694,PGE_valley,SCE,47,3437.623236879539
695,PGE_valley,SCE,48,4000.0
696,PGE_valley,SDGE,25,0.0
697,PGE_valley,SDGE,26,0.0
698,PGE_valley,SDGE,27,0.0
699,PGE_valley,SDGE,28,0.0
700,PGE_valley,SDGE,29,0.0
701,PGE_valley,SDGE,30,0.0
702,PGE_valley,SDGE,31,0.0
703,PGE_valley,SDGE,32,0.0
704,PGE_valley,SDGE,33,0.0
705,PGE_valley,SDGE,34,0.0
706,PGE_valley,SDGE,35,0.0
