,Generator,Time,Value,Zones,Type,$/MWh
0,DISCOV_1_CHEVRN,1,0.0,PGE_valley,Gas,51.550399999999996
1,DISCOV_1_CHEVRN,2,0.0,PGE_valley,Gas,51.550399999999996
2,DISCOV_1_CHEVRN,3,0.0,PGE_valley,Gas,51.550399999999996
3,DISCOV_1_CHEVRN,4,0.0,PGE_valley,Gas,51.550399999999996
4,DISCOV_1_CHEVRN,5,0.0,PGE_valley,Gas,51.550399999999996
5,DISCOV_1_CHEVRN,6,0.0,PGE_valley,Gas,51.550399999999996
6,DISCOV_1_CHEVRN,7,0.0,PGE_valley,Gas,51.550399999999996
7,DISCOV_1_CHEVRN,8,0.0,PGE_valley,Gas,51.550399999999996
8,DISCOV_1_CHEVRN,9,0.0,PGE_valley,Gas,51.550399999999996
9,DISCOV_1_CHEVRN,10,0.0,PGE_valley,Gas,51.550399999999996
10,DISCOV_1_CHEVRN,11,0.0,PGE_valley,Gas,51.550399999999996
11,DISCOV_1_CHEVRN,12,0.0,PGE_valley,Gas,51.550399999999996
12,DISCOV_1_CHEVRN,13,0.0,PGE_valley,Gas,51.550399999999996
13,DISCOV_1_CHEVRN,14,0.0,PGE_valley,Gas,51.550399999999996
14,DISCOV_1_CHEVRN,15,0.0,PGE_valley,Gas,51.550399999999996
15,DISCOV_1_CHEVRN,16,0.0,PGE_valley,Gas,51.550399999999996
16,DISCOV_1_CHEVRN,17,0.0,PGE_valley,Gas,51.550399999999996
17,DISCOV_1_CHEVRN,18,0.0,PGE_valley,Gas,51.550399999999996
18,DISCOV_1_CHEVRN,19,0.0,PGE_valley,Gas,51.550399999999996
19,DISCOV_1_CHEVRN,20,0.0,PGE_valley,Gas,51.550399999999996
20,DISCOV_1_CHEVRN,21,0.0,PGE_valley,Gas,51.550399999999996
21,DISCOV_1_CHEVRN,22,0.0,PGE_valley,Gas,51.550399999999996
22,DISCOV_1_CHEVRN,23,0.0,PGE_valley,Gas,51.550399999999996
23,DISCOV_1_CHEVRN,24,0.0,PGE_valley,Gas,51.550399999999996
24,CLRMTK_1_QF,1,0.25,PGE_valley,Gas,47.084399999999995
25,CLRMTK_1_QF,2,0.25,PGE_valley,Gas,47.084399999999995
26,CLRMTK_1_QF,3,0.25,PGE_valley,Gas,47.084399999999995
27,CLRMTK_1_QF,4,0.25,PGE_valley,Gas,47.084399999999995
