,Zone,Time,Value
323,SDGE,84,542.3090543203291
324,SDGE,85,495.19255288924495
325,SDGE,86,433.9974155723782
326,SDGE,87,271.4360998778803
327,SDGE,88,136.28119537437146
328,SDGE,89,0.0
329,SDGE,90,0.0
330,SDGE,91,0.0
331,SDGE,92,0.0
332,SDGE,93,0.0
333,SDGE,94,0.0
334,SDGE,95,0.0
335,SDGE,96,0.0
336,PGE_bay,73,0.0
337,PGE_bay,74,0.0
338,PGE_bay,75,0.0
339,PGE_bay,76,0.0
340,PGE_bay,77,0.0
341,PGE_bay,78,0.0
342,PGE_bay,79,0.0
343,PGE_bay,80,2.1331931536991844
344,PGE_bay,81,6.786714514917033
345,PGE_bay,82,9.958851741621563
346,PGE_bay,83,9.9074970916251
347,PGE_bay,84,11.412583372290635
348,PGE_bay,85,10.421043591589722
349,PGE_bay,86,9.133226983986136
350,PGE_bay,87,5.712217222683373
351,PGE_bay,88,2.8679596844177935
352,PGE_bay,89,0.0
353,PGE_bay,90,0.0
354,PGE_bay,91,0.0
355,PGE_bay,92,0.0
356,PGE_bay,93,0.0
357,PGE_bay,94,0.0
358,PGE_bay,95,0.0
359,PGE_bay,96,0.0
360,PGE_valley,73,0.0
361,PGE_valley,74,0.0
362,PGE_valley,75,0.0
363,PGE_valley,76,0.0
364,PGE_valley,77,0.0
365,PGE_valley,78,0.0
366,PGE_valley,79,0.0
367,PGE_valley,80,207.0777502165023
368,PGE_valley,81,658.8140275406497
369,PGE_valley,82,966.7463116588931
370,PGE_valley,83,961.7611065610884
371,PGE_valley,84,1107.865963658287
372,PGE_valley,85,1011.6131575391355
373,PGE_valley,86,886.5995527788021
374,PGE_valley,87,554.5081978019673
375,PGE_valley,88,278.40453084663096
376,PGE_valley,89,0.0
377,PGE_valley,90,0.0
378,PGE_valley,91,0.0
379,PGE_valley,92,0.0
380,PGE_valley,93,0.0
381,PGE_valley,94,0.0
382,PGE_valley,95,0.0
383,PGE_valley,96,0.0
