78.917,30.613,21.26,30.462,-55.613,25.946,24.21,3.2322,-30.707,29.708
95.326,53.362,21.25,30.462,-55.982,25.956,18.428,23.444,8.1143,12.865
95.728,53.523,32.496,30.462,31.023,30.503,24.513,33.009,25.445,20.14
95.655,53.495,32.501,30.462,31.024,30.511,24.495,33.003,25.438,20.095
95.742,53.529,32.505,30.462,31.026,30.518,24.523,33.012,25.45,20.167
95.635,53.487,32.506,30.462,31.026,30.521,24.49,33.002,25.436,20.082
95.616,53.479,32.492,30.462,31.022,30.495,24.473,32.996,25.428,20.036
95.386,53.387,32.503,30.462,31.025,30.515,24.412,32.975,25.399,19.88
95.482,53.426,32.497,30.462,31.023,30.504,24.435,32.983,25.41,19.939
95.544,53.451,32.497,30.462,31.024,30.505,24.452,32.989,25.418,19.983
95.593,53.47,32.507,30.462,31.026,30.522,24.472,32.996,25.427,20.033
95.509,53.436,32.498,30.462,31.024,30.506,24.442,32.985,25.413,19.956
95.433,53.406,32.5,30.462,31.024,30.51,24.424,32.979,25.406,19.914
95.585,53.467,32.51,30.462,31.027,30.528,24.481,32.998,25.432,20.058
95.7,53.512,32.495,30.462,31.023,30.5,24.506,33.007,25.442,20.122
95.76,53.536,32.505,30.462,31.026,30.519,24.532,33.015,25.453,20.185
95.674,53.502,32.513,30.462,31.028,30.533,24.512,33.008,25.444,20.132
95.749,53.531,32.506,30.462,31.026,30.521,24.529,33.012,25.45,20.165
95.617,53.48,32.501,30.462,31.025,30.512,24.484,32.993,25.424,20.012
95.602,53.474,32.498,30.462,31.024,30.506,24.473,32.989,25.418,19.979
95.354,53.374,32.478,30.462,31.018,30.47,24.377,32.957,25.375,19.749
95.323,53.361,32.441,30.462,31.007,30.402,24.334,32.943,25.354,19.648
95.279,53.343,32.469,30.462,31.016,30.453,24.336,32.943,25.353,19.641
95.216,53.317,32.494,30.462,31.023,30.499,24.333,32.935,25.342,19.585
95.278,53.343,32.468,30.462,31.015,30.451,24.333,32.933,25.339,19.568
95.301,53.352,32.443,30.462,31.007,30.404,24.325,32.926,25.329,19.524
95.447,53.412,32.445,30.462,31.008,30.408,24.375,32.934,25.34,19.579
95.495,53.431,32.461,30.462,31.013,30.437,24.403,32.935,25.342,19.587
95.316,53.358,32.451,30.462,31.01,30.42,24.344,32.909,25.305,19.42
95.453,53.414,32.478,30.462,31.018,30.469,24.407,32.916,25.316,19.466
95.595,53.482,32.477,30.462,31.018,30.467,24.446,32.975,25.396,19.824
95.218,53.328,32.492,30.462,31.022,30.496,24.342,32.94,25.347,19.576
95.487,53.438,32.495,30.462,31.023,30.501,24.426,32.971,25.391,19.798
95.446,53.422,32.498,30.462,31.024,30.505,24.416,32.968,25.388,19.779
95.321,53.371,32.5,30.462,31.024,30.51,24.379,32.956,25.37,19.689
95.381,53.396,32.501,30.462,31.025,30.512,24.397,32.962,25.378,19.73
95.287,53.357,32.501,30.462,31.025,30.511,24.367,32.952,25.364,19.653
95.172,53.309,32.498,30.462,31.024,30.507,24.33,32.939,25.346,19.568
95.258,53.345,32.496,30.462,31.023,30.501,24.356,32.947,25.359,19.631
95.474,53.433,32.495,30.462,31.023,30.501,24.422,32.971,25.391,19.798
95.363,53.388,32.496,30.462,31.023,30.503,24.388,32.959,25.374,19.71
95.501,53.444,32.499,30.462,31.024,30.508,24.432,32.974,25.394,19.814
95.593,53.481,32.497,30.462,31.024,30.505,24.455,32.981,25.404,19.867
95.405,53.405,32.492,30.462,31.022,30.494,24.386,32.957,25.371,19.692
95.493,53.441,32.48,30.462,31.019,30.472,24.405,32.963,25.38,19.74
95.519,53.451,32.456,30.462,31.012,30.429,24.397,32.96,25.376,19.721
95.526,53.454,32.417,30.462,30.998,30.357,24.371,32.95,25.362,19.652
95.609,53.487,32.403,30.462,30.993,30.332,24.386,32.956,25.37,19.691
95.502,53.445,32.427,30.462,31.002,30.376,24.372,32.951,25.364,19.658
95.418,53.411,32.441,30.462,31.007,30.402,24.354,32.944,25.353,19.599
95.467,53.43,32.45,30.462,31.009,30.417,24.373,32.95,25.362,19.638
94.868,53.179,32.455,30.462,31.011,30.428,24.191,32.88,25.262,19.186
94.723,53.116,32.46,30.462,31.013,30.436,24.147,32.859,25.231,19.063
94.627,53.073,32.46,30.462,31.013,30.436,24.117,32.846,25.211,18.975
94.62,53.069,32.459,30.462,31.012,30.435,24.112,32.842,25.206,18.954
94.858,53.175,32.449,30.462,31.009,30.416,24.18,32.868,25.244,19.109
95.244,53.339,32.451,30.462,31.01,30.419,24.301,32.916,25.312,19.402
95.203,53.322,32.457,30.462,31.012,30.431,24.281,32.908,25.299,19.341
95.001,53.237,32.456,30.462,31.011,30.428,24.212,32.879,25.258,19.161
94.884,53.186,32.449,30.462,31.009,30.416,24.173,32.865,25.235,19.073
94.931,53.207,32.444,30.462,31.007,30.406,24.182,32.868,25.24,19.025
95.043,53.262,32.399,30.462,30.991,30.325,24.184,32.891,25.265,18.818
95.532,53.464,32.238,30.462,30.914,30.037,24.216,32.903,25.282,19.024
95.242,53.346,32.253,30.462,30.922,30.062,24.144,32.874,25.239,18.892
95.372,53.399,32.271,30.462,30.932,30.095,24.201,32.896,25.273,19.04
95.336,53.384,32.282,30.462,30.938,30.114,24.201,32.895,25.272,19.048
95.333,53.383,32.278,30.462,30.936,30.108,24.199,32.895,25.269,19.046
95.45,53.431,32.265,30.462,30.929,30.085,24.226,32.906,25.28,19.102
95.378,53.402,32.257,30.462,30.924,30.07,24.199,32.895,25.263,19.022
