34718,3558.3,8880.8,0,942.47,3216.9,1823.5,583.94,34.898,1.0626e+05,688.47,11036,5.279e+06,2339.4,3124,31875,5485.6,3572.4,866.19,1487.8,1166.6,8599.3,1957.4,32.555,42.757,59.927,239.7,93.718,30089,16275,24947,11988,19958,18326,3654.5,12700,18197,-32062,12197,22808,4837.9,-52911,42058,7520.4,1591.7,50.166,76.937
34718,3558.3,4391.1,0,942.47,3376,1892.8,366.34,134.06,39348,661.99,5173.2,1381.8,2217.3,3124,31574,3274.5,2419.5,846.77,1360.3,690.84,5097,1168.4,103.43,135.84,103.91,311.96,121.97,20364,6388.7,9938.1,4762.4,7928.3,7325.7,2364.5,12694,18197,-32274,12201,17361,35090,13982,18212,4145.8,1591.7,49.153,76.937
34718,3558.3,4444.4,0,942.47,3019,2097.9,364.5,37.819,32084,664.1,5172.1,1381.4,2187.2,3124,32545,3327.8,2696.7,964.32,1338.9,704.64,5197.2,1187.4,51.526,67.674,66.815,195.64,76.492,16548,5194.9,8108.4,3889.6,6475.2,5991.8,2364.5,4152.7,3892.7,3826.1,3762,10055,15581,13224,11244,4138.8,1591.7,49.66,76.937
34718,3558.3,2898.4,0,942.47,3001.9,1849.4,411.07,38.28,33401,703.29,5170.9,1381,2688.4,3124,32746,3750.1,1997.4,838.67,1665.8,789.76,5878.1,1338.1,40.89,53.704,61.094,235.09,91.915,17240,5411.1,8447.6,4049.2,6740.9,6236.4,2364.5,4093.7,3836.9,3771.4,3709,10288,15949,13492,11450,4132.5,1591.7,49.153,76.937
34718,3558.3,5401.8,0,942.47,3168.6,1883.8,368.42,48.119,31817,801.8,5169.8,1380.6,2181.5,3124,33495,3375.1,2572.9,874.02,1349.9,712.96,5285.5,1204.3,44.843,58.897,74.829,291.45,113.95,16408,5158,8080,3873.6,6448.6,5969,2364.5,4036.5,3782.9,3718.4,3657.6,9928.3,15381,13064,11125,4128.1,1591.7,48.14,76.937
34718,3558.3,3625.4,0,942.47,3210.4,1845.6,389.91,43.968,33765,897.12,5168.7,1380.2,2374,3124,35049,3537.1,2320.5,935.12,1497.3,755.64,5548.7,1262.1,42.519,55.844,83.169,345.96,135.26,17431,5479.5,8592.8,4119.2,6857.6,6344.6,2364.5,4016.2,3763.7,3699.6,3639.4,10345,16039,13561,11508,4130.1,1591.7,48.14,76.937
34718,3558.3,5104.3,0,942.47,2979.1,1985.9,413.38,62.263,34106,910.89,5167.6,1379.8,2461.6,3124,36885,3666.7,3172,888.32,1601.9,776.6,5757.9,1308.4,46.587,61.187,85.113,362.1,141.57,17610,5534.8,8681.5,4165.5,6934.6,6416.5,2364.5,4215.4,3952.1,3884.3,3818.3,10563,16384,13830,11714,4127.1,1591.7,48.646,76.937
34718,3558.3,3819.6,0,942.47,2912.1,1914,359.2,48.58,38268,768.96,5166.5,1379.4,2329,3124,35650,3297.2,2981.4,915.4,1362.3,712.86,5156.7,1176.5,44.269,58.142,101.21,433.57,169.52,19797,6224.1,9708.9,4657.9,7754.4,7171.2,2364.5,4063.4,3808.3,3743.3,3681.8,11345,17623,14771,12419,4118.5,1591.7,49.153,76.937
34718,3558.3,4334.1,0,942.47,2995.7,1650.4,385.35,53.5,36532,801.8,5165.4,1379,2404.9,3124,34780,3312.6,2791.9,757.72,1539.1,713.62,5191.8,1182,45.279,59.469,98.628,428.24,167.43,18884,5942.2,9283.2,4455.2,7416.9,6861.2,2364.5,4146.3,3886.7,3820.2,3756.2,11049,17154,14420,12156,4122.2,1591.7,49.66,76.937
34718,3558.3,4591.7,0,942.47,3167.4,1864.7,299.66,70.411,35411,851.58,5164.2,1378.6,1867.6,3124,35343,2584.6,2810.4,879.75,1085.8,549.48,4034.2,922.23,64.665,84.93,91.442,338.53,132.36,18295,5755,9006.1,4322.2,7195.4,6657,2364.5,4138.7,3879.6,3813.2,3749.5,10829,16805,14149,11954,4121.8,1591.7,49.66,76.937
34718,3558.3,3855.3,0,942.47,3103.1,2028.3,374.44,73.024,34514,925.72,5163.1,1378.2,2285.8,3124,36046,3507,2743.2,1030.5,1423.5,729.46,5509.7,1251.4,65.051,85.437,94.188,346.52,135.48,17824,5606.1,8793.3,4221.3,7027.5,6502.6,2364.5,4008.4,3756.3,3692.4,3632.4,10573,16400,13852,11729,4118.8,1591.7,49.66,76.937
34718,3558.3,4182.3,0,942.47,3241.5,1753.1,402.83,45.352,36049,862.17,5162,1377.8,2712.5,3124,39146,3572.4,2602.8,841.73,1617.2,774.69,5617.9,1274.7,44.127,57.956,90.621,374.36,146.36,18631,5860,9169.6,4402.7,7329.4,6779.9,2364.5,4130.5,3871.8,3805.6,3742.1,10965,17020,14317,12079,4117.5,1591.7,49.153,76.937
34718,3558.3,3780.6,0,942.47,3138.5,1898.5,384.68,39.356,37424,736.13,5160.9,1377.4,2424.7,3124,35050,3403.2,2557.8,952.07,1515.8,732.8,5350.1,1214.3,37.005,48.602,76.968,329.25,128.73,19353,6084.4,9487.7,4554.7,7582.6,7013.1,2364.5,4102.6,3845.4,3779.7,3717,11192,17381,14571,12268,4113.8,1591.7,48.14,76.937
34718,3558.3,3178.8,0,942.47,2935.5,1934.9,409.48,62.724,34672,656.69,5159.7,1377,2461,3124,33072,3762.9,2191.7,918.6,1618.3,804.97,5925.8,1342.7,53.809,70.672,58.995,197.72,77.303,17907,5626.9,8769.6,4211.7,7011.5,6488.7,2364.5,3961.2,3711.7,3648.6,3590,10468,16233,13707,11615,4111.5,1591.7,95.266,76.937
34718,3558.3,3383.9,0,942.47,2922.1,1837.2,376.29,86.246,32578,593.14,5158.6,1376.6,2396.4,3124,32347,3180.2,2098.5,908.48,1390.3,677.81,4995.6,1134.8,73.009,95.888,117.44,441.15,172.48,16808,5280.7,8225.8,3951.6,6578.6,6091,2364.5,4177.5,3916.2,3849.1,3784.2,10145,15722,13329,11327,4110.5,1591.7,92.732,76.937
34718,3558.3,4789.5,0,942.47,2919.9,1819.7,413.87,74.408,31498,557.13,5157.5,1376.2,2497.8,3124,32034,3579.1,2372.2,911.75,1614.3,776.99,5630.9,1277.1,81.052,106.45,139.32,530.99,207.61,16241,5103.3,7946,3815.7,6352.3,5882.6,2364.5,4033.1,3779.7,3715.2,3654.6,9816.1,15224,12956,11040,4116.2,1591.7,92.732,76.937
34718,3558.3,2391.1,0,942.47,2918.9,1808.4,372.03,49.195,33055,529.59,5156.4,1375.8,2392.8,3124,31801,3426.4,2012.5,904.31,1459.3,730.85,5387.1,1222.6,56.618,74.362,144.25,644.02,251.8,17058,5359.7,8333.1,3998,6655.8,6160.4,2364.5,3920.7,3673.5,3611.1,3553.6,10077,15639,13274,11284,4116.8,1591.7,92.732,76.937
34718,3558.3,2879.5,0,942.47,2917,1797.9,395.51,63.339,31699,526.41,5155.2,1375.4,2257.6,3124,32062,3573.4,2585.2,964.48,1374,736.6,5621.1,1275.1,63.293,83.128,150.83,658.63,257.51,16347,5138.4,7992.9,3835.5,6385.3,5911.5,2364.5,4016.9,3764.3,3700.2,3640,9856.9,15376,13072,11130,4114.8,1591.7,92.732,76.937
34718,3558.3,3985.9,0,942.47,2893.7,1806.9,459.65,74.715,34079,520.06,5154.1,1375,2589.6,3124,31386,4321,2508.6,977.95,1654.1,906.14,6797,1541.8,74.316,97.605,135.37,550.52,215.24,17596,5533.8,8597.9,4124.7,6866.6,6354.3,2364.5,4084.4,3828.2,3762.8,3700.6,10424,16565,13979,11824,4116.5,1591.7,91.719,76.937
34718,3558.3,4815.2,0,942.47,2811.7,1871.2,640.27,283.57,34362,580.43,5153,1374.6,2679,3124,31809,6106.4,2863.6,974.49,1556.9,1192.5,9616,2178.9,193.19,289.25,275.18,726.28,283.96,17744,5591.2,8701.6,4177.7,6954.8,6437.3,2364.5,4129.7,3871.1,3804.9,3741.4,10572,16799,14158,11973,4117.8,1591.7,90.198,76.937
34718,3558.3,2391,0,942.47,2735.6,1935.5,714.81,182.95,38842,655.63,5151.8,1374.3,2583.8,3124,31496,6983.7,2716.1,986.37,1576.8,1192.5,10962,2491.9,172.78,226.93,213.75,696.27,272.23,20098,6331.6,9850.7,4737,7886,7296.6,2364.5,4408.7,4135.1,4063.7,3991.8,11774,18643,15546,13009,4116.8,1591.7,86.651,76.937
34718,3558.3,4003.5,0,942.47,2693.8,2002.4,717.92,230.91,39419,589.96,5150.7,1373.9,2697.2,3124,32239,7169.8,2766.4,1030.3,1707.6,1192.5,11253,2558.3,193.19,255.29,208.89,641.72,250.9,20402,6436.8,9998.7,4819.9,8024,7428.4,2364.5,4931,4630.3,4548.6,4459.9,12318,19445,16159,13459,4116.2,1591.7,88.678,76.937
34718,3558.3,3130.3,0,942.47,2837.9,1925.5,748.03,258.43,40203,627.03,5149.6,1373.5,2763.1,3124,32712,7183.4,2995.8,1004,1798.4,1192.5,11235,2563.2,193.19,289.25,223.94,631.83,247.03,20814,6582.4,10232,4936,8217.3,7608.4,2364.5,4535.2,4254.9,4181,4105.2,12294,19439,16196,13490,4114.2,1591.7,135.3,76.937
34718,3558.3,4355.4,0,942.47,2844.8,2008.9,680.23,232.91,41355,564.54,5148.4,1373.2,2647.3,3124,32145,6661.6,2948.5,1032.8,1557.4,1192.5,10364,2377,193.19,275.98,220.75,636.15,248.72,21419,6787.6,10531,5080.7,8458.1,7830.9,2364.5,4184.5,3922.9,3855.7,3790.6,12337,19842,16512,13739,4113.2,1591.7,134.79,76.937
