,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
654,2.1406302361794283,1.6480149203692231,-0.6257309159744274,-5.377500750661611,-13.652836639065676,0.19204785832352764,-1.7448259245227968,15.613754845879175,21.266877570774373,259.18062218199856,44.11073506194098,450.51336786474656,27.14242432615313,13.140125799830475,60.90763569399758,38.070390943684956,57.678770209815205,106.74526611205386,77.14878695637091,299.6711427546404,1568.3282742407953,0.0024733953312409355,0.0,0.0,0.0,1232.2181205833874
655,2.180363512024986,1.8677502430851192,0.8423300791963448,-6.6764139754591,-14.5368332559836,0.8472699631920336,-1.853877544805472,12.686175812276831,20.89137892987788,325.0042722599664,37.57581134906084,472.8991252741751,242.08849171710318,13.140125799830475,52.676874113727635,34.21516148103331,94.59318314409694,96.15895872904024,69.49766758879692,225.1966575730138,1595.1778015943635,0.0018550464984307016,0.0,0.0,0.0,1159.7347017255413
656,0.9138653444478302,1.8677502430851192,-0.292236966251793,-6.4166313304996025,-24.260796042080734,0.3784472502257751,-2.617238886784196,24.39649194668621,20.840174569755625,477.22146306526713,39.20954227728088,478.4955646265322,171.62785483001878,9.682197957769825,52.676874113727635,34.21516148103331,249.17228730640167,96.15895872904024,69.49766758879692,269.52670827636297,1595.1778015943635,0.0022304725754940576,0.0,0.0,0.0,1159.7347017255413
657,2.2598300637161017,1.318411936295378,-2.719522827119627,-7.923370671264693,-26.519898507537647,1.0619116872006822,-1.199567823109423,5.2045849486263895,27.34312830528134,471.05049587045767,330.0136475004474,1096.9021130619915,322.9674328909938,73.3080702516858,306.18433078604187,35.66087252952767,316.07966074978737,146.44391879835484,105.84048458477328,448.6201131178936,1595.1778015943635,0.0037056762194841884,0.0,0.0,0.0,3261.753848603085
658,4.931892864329865,-1.6480149203692231,-0.6807402272688827,-9.430110012029779,-17.679932338358434,1.7284307249117492,-1.0905162028267479,-39.034387114697935,28.29894302756333,263.2946003118716,297.33902893604665,596.0207910260312,258.5384458541657,204.01774268157845,516.8918272409524,235.16899722175012,329.922565600143,716.3401329172539,517.7257438725055,448.6201131178936,1595.1778015943635,0.0037056762194841884,0.0,0.0,0.0,7393.308723500326
659,5.219959114210161,8.349942263204062,-4.115384101216426,-8.10521852273634,-9.625740939772925,10.110754894091604,-0.4362064811306993,-47.81712421550498,36.440436287001035,-39.08279223379344,1511.2011086035336,2118.2522948671626,593.8433443479564,481.3435556148426,1446.9678858114553,343.5973258588275,216.87217598890518,1841.1352923624493,1330.65717667724,805.9203217868878,1595.1778015943635,0.006660500284841661,0.0,0.0,0.0,5871.156927485553
660,9.228053315130808,9.503552707462518,3.2317970385492405,-8.832609928622936,30.84165974580305,8.585668960345943,-0.10905162028267483,13.011462371565976,33.77780956064405,-296.2064253508555,981.872287860242,1385.1187397083825,632.5007365700533,380.37206262667166,819.7838533948864,494.91508226790427,228.40793003086827,2093.44228499094,1513.008854937753,626.8269169453573,1595.1778015943635,0.005185296640851533,0.0,0.0,0.0,5943.640346343398
661,1.5148311416118925,1.922684073764093,1.9218878133500272,-6.442609594995552,19.25148187954585,4.970650450726598,-1.308619443392098,84.24921885588971,29.11821278951933,-47.31074849353941,463.97958361449037,1102.4985524143488,461.14704764231885,181.1954189239781,432.93805912219904,332.03163747087257,124.58614365320084,1244.7733097860162,899.6441189705728,448.6201131178936,1595.1778015943635,0.0037056762194841884,0.0,0.0,0.0,5218.806157764936
662,2.56279629203848,2.5269562112328083,-0.3713128512375724,-4.10456579036007,9.4292972471245,5.061025913467081,-1.853877544805472,80.9963532629982,26.64333538361059,183.0720267793482,276.10052686918607,651.9851845496023,245.10431664223128,105.81259196705594,291.36895994155594,188.42433998709893,143.04335012034173,660.7620191564323,477.55736719274216,403.4034614004775,1595.1778015943635,0.0033390836971752638,0.0,0.0,0.0,3986.588037181548
663,4.385560321453446,1.922684073764093,0.4469506542674481,-5.4034790151575605,-6.97375108901916,2.1690111057716064,-1.6357743042401225,36.10680808109559,26.301972982795597,272.75675001057937,210.75128974038466,624.0029877878168,358.88316609024696,88.52295275675269,266.67667520074616,134.45112750997598,122.27899284480827,471.97287082602315,341.1124051376729,359.0734106971284,1595.1778015943635,0.002968074397489123,0.0,0.0,0.0,3624.170942892317
664,3.128995472837679,2.6917577032697304,0.16846601583926893,-5.377500750661611,-10.902624941987698,1.4573043366902978,-3.162496988197569,13.336748930855126,26.67747162369209,249.1013757638097,207.48382788394463,677.1691616352091,256.61928453817507,85.75661048310417,251.86130435626026,141.19777906961633,159.19340577908997,481.676985927119,348.1259312246158,305.8773498531093,1579.3839619746177,0.0025263966597675273,0.0,0.0,0.0,3696.654361750163
665,3.665394696752709,3.790434316849212,0.4469506542674481,-4.857935460742613,-10.902624941987698,0.35020491811937393,-2.7262905070668704,-1.3011462371565976,26.14835990242885,241.901914036532,160.10563096556356,450.51336786474656,219.60688772978443,53.94367433614615,202.47673487464058,124.3311501705154,6.921452425177826,419.92352619287294,303.4944015804342,305.8773498531093,1579.3839619746177,0.0025263966597675273,0.0,0.0,0.0,3551.6875240344702
666,3.3276618520654684,3.1861621793804966,1.1139385537127169,-5.377500750661611,-10.018628325069779,1.090154019307083,-2.2900840259361708,18.54133387948152,25.02186397973935,259.18062218199856,137.23339797048305,310.60238405581913,241.2659940102501,29.738179441721602,194.2459732943706,111.31975073406612,89.97888152731173,369.63856612355835,267.1515845844579,260.6606981356931,1579.3839619746177,0.002155387360081387,0.0,0.0,0.0,3406.7206863187776
667,2.7068294169786267,3.0213606873435754,0.3988175068848,-5.377500750661611,-13.751058485389896,0.9771846908814792,-1.9629291650881464,23.09534570952961,24.305002938027858,345.57416290933133,124.16355054472277,478.4955646265322,186.1586476510907,19.36439591553965,169.55368855356082,94.45312183496522,103.82178637766737,312.29606779890133,225.7080213434322,258.00089509349215,1574.6458100886935,0.002133303473195307,0.0,0.0,0.0,3116.787010887392
