,Generator,Time,Value,Zones,Type,$/MWh
0,COLUSA_2_PL1X3,1,0,PGE_valley,Gas,25.0242
1,COLUSA_2_PL1X3,2,0,PGE_valley,Gas,25.0242
2,COLUSA_2_PL1X3,3,0,PGE_valley,Gas,25.0242
3,COLUSA_2_PL1X3,4,0,PGE_valley,Gas,25.0242
4,COLUSA_2_PL1X3,5,0,PGE_valley,Gas,25.0242
5,COLUSA_2_PL1X3,6,0,PGE_valley,Gas,25.0242
6,COLUSA_2_PL1X3,7,0,PGE_valley,Gas,25.0242
7,COLUSA_2_PL1X3,8,0,PGE_valley,Gas,25.0242
8,COLUSA_2_PL1X3,9,0,PGE_valley,Gas,25.0242
9,COLUSA_2_PL1X3,10,0,PGE_valley,Gas,25.0242
10,COLUSA_2_PL1X3,11,0,PGE_valley,Gas,25.0242
11,COLUSA_2_PL1X3,12,0,PGE_valley,Gas,25.0242
12,COLUSA_2_PL1X3,13,0,PGE_valley,Gas,25.0242
13,COLUSA_2_PL1X3,14,0,PGE_valley,Gas,25.0242
14,COLUSA_2_PL1X3,15,0,PGE_valley,Gas,25.0242
15,COLUSA_2_PL1X3,16,0,PGE_valley,Gas,25.0242
16,COLUSA_2_PL1X3,17,0,PGE_valley,Gas,25.0242
17,COLUSA_2_PL1X3,18,0,PGE_valley,Gas,25.0242
18,COLUSA_2_PL1X3,19,0,PGE_valley,Gas,25.0242
19,COLUSA_2_PL1X3,20,0,PGE_valley,Gas,25.0242
20,COLUSA_2_PL1X3,21,0,PGE_valley,Gas,25.0242
21,COLUSA_2_PL1X3,22,0,PGE_valley,Gas,25.0242
22,COLUSA_2_PL1X3,23,0,PGE_valley,Gas,25.0242
23,COLUSA_2_PL1X3,24,0,PGE_valley,Gas,25.0242
24,PNOCHE_1_UNITA1,1,0,PGE_valley,Gas,35.9286
25,PNOCHE_1_UNITA1,2,0,PGE_valley,Gas,35.9286
26,PNOCHE_1_UNITA1,3,0,PGE_valley,Gas,35.9286
27,PNOCHE_1_UNITA1,4,0,PGE_valley,Gas,35.9286
28,PNOCHE_1_UNITA1,5,0,PGE_valley,Gas,35.9286
29,PNOCHE_1_UNITA1,6,0,PGE_valley,Gas,35.9286
30,PNOCHE_1_UNITA1,7,0,PGE_valley,Gas,35.9286
31,PNOCHE_1_UNITA1,8,0,PGE_valley,Gas,35.9286
32,PNOCHE_1_UNITA1,9,0,PGE_valley,Gas,35.9286
33,PNOCHE_1_UNITA1,10,0,PGE_valley,Gas,35.9286
34,PNOCHE_1_UNITA1,11,0,PGE_valley,Gas,35.9286
