,Source,Sink,Time,Value
1455,PNW,PGE_valley,64,
1456,PNW,PGE_valley,65,
1457,PNW,PGE_valley,66,
1458,PNW,PGE_valley,67,
1459,PNW,PGE_valley,68,
1460,PNW,PGE_valley,69,
1461,PNW,PGE_valley,70,
1462,PNW,PGE_valley,71,
1463,PNW,PGE_valley,72,
1464,PNW,SCE,49,
1465,PNW,SCE,50,
1466,PNW,SCE,51,
1467,PNW,SCE,52,
1468,PNW,SCE,53,
1469,PNW,SCE,54,
1470,PNW,SCE,55,
1471,PNW,SCE,56,
1472,PNW,SCE,57,
1473,PNW,SCE,58,
1474,PNW,SCE,59,
1475,PNW,SCE,60,
1476,PNW,SCE,61,
1477,PNW,SCE,62,
1478,PNW,SCE,63,
1479,PNW,SCE,64,
1480,PNW,SCE,65,
1481,PNW,SCE,66,
1482,PNW,SCE,67,
1483,PNW,SCE,68,
1484,PNW,SCE,69,
1485,PNW,SCE,70,
1486,PNW,SCE,71,
1487,PNW,SCE,72,
1488,PNW,PNW,49,
1489,PNW,PNW,50,
1490,PNW,PNW,51,
1491,PNW,PNW,52,
1492,PNW,PNW,53,
1493,PNW,PNW,54,
1494,PNW,PNW,55,
1495,PNW,PNW,56,
1496,PNW,PNW,57,
1497,PNW,PNW,58,
1498,PNW,PNW,59,
1499,PNW,PNW,60,
1500,PNW,PNW,61,
1501,PNW,PNW,62,
1502,PNW,PNW,63,
1503,PNW,PNW,64,
1504,PNW,PNW,65,
1505,PNW,PNW,66,
1506,PNW,PNW,67,
1507,PNW,PNW,68,
1508,PNW,PNW,69,
1509,PNW,PNW,70,
1510,PNW,PNW,71,
1511,PNW,PNW,72,
1512,PNW,SDGE,49,
1513,PNW,SDGE,50,
1514,PNW,SDGE,51,
1515,PNW,SDGE,52,
1516,PNW,SDGE,53,
1517,PNW,SDGE,54,
1518,PNW,SDGE,55,
1519,PNW,SDGE,56,
1520,PNW,SDGE,57,
1521,PNW,SDGE,58,
1522,PNW,SDGE,59,
1523,PNW,SDGE,60,
1524,PNW,SDGE,61,
1525,PNW,SDGE,62,
1526,PNW,SDGE,63,
1527,PNW,SDGE,64,
1528,PNW,SDGE,65,
1529,PNW,SDGE,66,
1530,PNW,SDGE,67,
1531,PNW,SDGE,68,
1532,PNW,SDGE,69,
1533,PNW,SDGE,70,
1534,PNW,SDGE,71,
1535,PNW,SDGE,72,
1536,PNW,PGE_bay,49,
1537,PNW,PGE_bay,50,
1538,PNW,PGE_bay,51,
1539,PNW,PGE_bay,52,
1540,PNW,PGE_bay,53,
1541,PNW,PGE_bay,54,
1542,PNW,PGE_bay,55,
1543,PNW,PGE_bay,56,
1544,PNW,PGE_bay,57,
1545,PNW,PGE_bay,58,
1546,PNW,PGE_bay,59,
1547,PNW,PGE_bay,60,
1548,PNW,PGE_bay,61,
1549,PNW,PGE_bay,62,
1550,PNW,PGE_bay,63,
1551,PNW,PGE_bay,64,
1552,PNW,PGE_bay,65,
1553,PNW,PGE_bay,66,
1554,PNW,PGE_bay,67,
1555,PNW,PGE_bay,68,
1556,PNW,PGE_bay,69,
1557,PNW,PGE_bay,70,
1558,PNW,PGE_bay,71,
1559,PNW,PGE_bay,72,
1560,SDGE,PGE_valley,49,
1561,SDGE,PGE_valley,50,
1562,SDGE,PGE_valley,51,
1563,SDGE,PGE_valley,52,
1564,SDGE,PGE_valley,53,
1565,SDGE,PGE_valley,54,
1566,SDGE,PGE_valley,55,
1567,SDGE,PGE_valley,56,
1568,SDGE,PGE_valley,57,
1569,SDGE,PGE_valley,58,
1570,SDGE,PGE_valley,59,
1571,SDGE,PGE_valley,60,
1572,SDGE,PGE_valley,61,
1573,SDGE,PGE_valley,62,
1574,SDGE,PGE_valley,63,
1575,SDGE,PGE_valley,64,
1576,SDGE,PGE_valley,65,
1577,SDGE,PGE_valley,66,
1578,SDGE,PGE_valley,67,
1579,SDGE,PGE_valley,68,
1580,SDGE,PGE_valley,69,
1581,SDGE,PGE_valley,70,
1582,SDGE,PGE_valley,71,
1583,SDGE,PGE_valley,72,
1584,SDGE,SCE,49,
1585,SDGE,SCE,50,
1586,SDGE,SCE,51,
1587,SDGE,SCE,52,
1588,SDGE,SCE,53,
1589,SDGE,SCE,54,
1590,SDGE,SCE,55,
1591,SDGE,SCE,56,
1592,SDGE,SCE,57,
1593,SDGE,SCE,58,
1594,SDGE,SCE,59,
1595,SDGE,SCE,60,
1596,SDGE,SCE,61,
1597,SDGE,SCE,62,
1598,SDGE,SCE,63,
1599,SDGE,SCE,64,
1600,SDGE,SCE,65,
1601,SDGE,SCE,66,
1602,SDGE,SCE,67,
1603,SDGE,SCE,68,
1604,SDGE,SCE,69,
1605,SDGE,SCE,70,
1606,SDGE,SCE,71,
1607,SDGE,SCE,72,
1608,SDGE,PNW,49,
1609,SDGE,PNW,50,
1610,SDGE,PNW,51,
1611,SDGE,PNW,52,
1612,SDGE,PNW,53,
1613,SDGE,PNW,54,
1614,SDGE,PNW,55,
1615,SDGE,PNW,56,
1616,SDGE,PNW,57,
1617,SDGE,PNW,58,
1618,SDGE,PNW,59,
1619,SDGE,PNW,60,
1620,SDGE,PNW,61,
1621,SDGE,PNW,62,
1622,SDGE,PNW,63,
1623,SDGE,PNW,64,
1624,SDGE,PNW,65,
1625,SDGE,PNW,66,
1626,SDGE,PNW,67,
1627,SDGE,PNW,68,
1628,SDGE,PNW,69,
1629,SDGE,PNW,70,
1630,SDGE,PNW,71,
1631,SDGE,PNW,72,
1632,SDGE,SDGE,49,
1633,SDGE,SDGE,50,
1634,SDGE,SDGE,51,
1635,SDGE,SDGE,52,
1636,SDGE,SDGE,53,
1637,SDGE,SDGE,54,
1638,SDGE,SDGE,55,
1639,SDGE,SDGE,56,
1640,SDGE,SDGE,57,
1641,SDGE,SDGE,58,
1642,SDGE,SDGE,59,
1643,SDGE,SDGE,60,
1644,SDGE,SDGE,61,
1645,SDGE,SDGE,62,
1646,SDGE,SDGE,63,
1647,SDGE,SDGE,64,
1648,SDGE,SDGE,65,
1649,SDGE,SDGE,66,
1650,SDGE,SDGE,67,
1651,SDGE,SDGE,68,
1652,SDGE,SDGE,69,
1653,SDGE,SDGE,70,
1654,SDGE,SDGE,71,
1655,SDGE,SDGE,72,
1656,SDGE,PGE_bay,49,
1657,SDGE,PGE_bay,50,
1658,SDGE,PGE_bay,51,
