,Generator,Time,Value,Zones,Type,$/MWh
0,COLUSA_2_PL1X3,1,0,PGE_valley,Gas,25.350400000000004
1,COLUSA_2_PL1X3,2,0,PGE_valley,Gas,25.350400000000004
2,COLUSA_2_PL1X3,3,0,PGE_valley,Gas,25.350400000000004
3,COLUSA_2_PL1X3,4,0,PGE_valley,Gas,25.350400000000004
4,COLUSA_2_PL1X3,5,0,PGE_valley,Gas,25.350400000000004
5,COLUSA_2_PL1X3,6,0,PGE_valley,Gas,25.350400000000004
6,COLUSA_2_PL1X3,7,0,PGE_valley,Gas,25.350400000000004
7,COLUSA_2_PL1X3,8,0,PGE_valley,Gas,25.350400000000004
8,COLUSA_2_PL1X3,9,0,PGE_valley,Gas,25.350400000000004
9,COLUSA_2_PL1X3,10,0,PGE_valley,Gas,25.350400000000004
10,COLUSA_2_PL1X3,11,0,PGE_valley,Gas,25.350400000000004
11,COLUSA_2_PL1X3,12,0,PGE_valley,Gas,25.350400000000004
12,COLUSA_2_PL1X3,13,0,PGE_valley,Gas,25.350400000000004
13,COLUSA_2_PL1X3,14,0,PGE_valley,Gas,25.350400000000004
14,COLUSA_2_PL1X3,15,0,PGE_valley,Gas,25.350400000000004
15,COLUSA_2_PL1X3,16,0,PGE_valley,Gas,25.350400000000004
16,COLUSA_2_PL1X3,17,0,PGE_valley,Gas,25.350400000000004
17,COLUSA_2_PL1X3,18,0,PGE_valley,Gas,25.350400000000004
18,COLUSA_2_PL1X3,19,0,PGE_valley,Gas,25.350400000000004
19,COLUSA_2_PL1X3,20,0,PGE_valley,Gas,25.350400000000004
20,COLUSA_2_PL1X3,21,0,PGE_valley,Gas,25.350400000000004
21,COLUSA_2_PL1X3,22,0,PGE_valley,Gas,25.350400000000004
22,COLUSA_2_PL1X3,23,0,PGE_valley,Gas,25.350400000000004
23,COLUSA_2_PL1X3,24,0,PGE_valley,Gas,25.350400000000004
24,PNOCHE_1_UNITA1,1,0,PGE_valley,Gas,36.2082
25,PNOCHE_1_UNITA1,2,0,PGE_valley,Gas,36.2082
26,PNOCHE_1_UNITA1,3,0,PGE_valley,Gas,36.2082
27,PNOCHE_1_UNITA1,4,0,PGE_valley,Gas,36.2082
28,PNOCHE_1_UNITA1,5,0,PGE_valley,Gas,36.2082
29,PNOCHE_1_UNITA1,6,0,PGE_valley,Gas,36.2082
30,PNOCHE_1_UNITA1,7,0,PGE_valley,Gas,36.2082
