,Generator,Time,Value,Zones
327,WOLFSK_1_UNITA1,16,0,PGE_valley
328,WOLFSK_1_UNITA1,17,0,PGE_valley
329,WOLFSK_1_UNITA1,18,0,PGE_valley
330,WOLFSK_1_UNITA1,19,0,PGE_valley
331,WOLFSK_1_UNITA1,20,0,PGE_valley
332,WOLFSK_1_UNITA1,21,0,PGE_valley
333,WOLFSK_1_UNITA1,22,0,PGE_valley
334,WOLFSK_1_UNITA1,23,0,PGE_valley
335,WOLFSK_1_UNITA1,24,0,PGE_valley
336,HELMS_PS,1,0,PGE_valley
337,HELMS_PS,2,0,PGE_valley
338,HELMS_PS,3,0,PGE_valley
339,HELMS_PS,4,0,PGE_valley
340,HELMS_PS,5,0,PGE_valley
341,HELMS_PS,6,0,PGE_valley
342,HELMS_PS,7,0,PGE_valley
343,HELMS_PS,8,0,PGE_valley
344,HELMS_PS,9,0,PGE_valley
345,HELMS_PS,10,0,PGE_valley
346,HELMS_PS,11,0,PGE_valley
347,HELMS_PS,12,0,PGE_valley
348,HELMS_PS,13,0,PGE_valley
349,HELMS_PS,14,0,PGE_valley
350,HELMS_PS,15,0,PGE_valley
351,HELMS_PS,16,0,PGE_valley
352,HELMS_PS,17,0,PGE_valley
353,HELMS_PS,18,0,PGE_valley
354,HELMS_PS,19,0,PGE_valley
355,HELMS_PS,20,0,PGE_valley
356,HELMS_PS,21,0,PGE_valley
357,HELMS_PS,22,0,PGE_valley
358,HELMS_PS,23,0,PGE_valley
359,HELMS_PS,24,0,PGE_valley
360,DEXZEL_1_UNIT,1,0,PGE_valley
361,DEXZEL_1_UNIT,2,0,PGE_valley
362,DEXZEL_1_UNIT,3,0,PGE_valley
363,DEXZEL_1_UNIT,4,0,PGE_valley
364,DEXZEL_1_UNIT,5,0,PGE_valley
365,DEXZEL_1_UNIT,6,0,PGE_valley
366,DEXZEL_1_UNIT,7,0,PGE_valley
367,DEXZEL_1_UNIT,8,0,PGE_valley
368,DEXZEL_1_UNIT,9,0,PGE_valley
369,DEXZEL_1_UNIT,10,0,PGE_valley
370,DEXZEL_1_UNIT,11,0,PGE_valley
371,DEXZEL_1_UNIT,12,0,PGE_valley
372,DEXZEL_1_UNIT,13,0,PGE_valley
373,DEXZEL_1_UNIT,14,0,PGE_valley
374,DEXZEL_1_UNIT,15,0,PGE_valley
375,DEXZEL_1_UNIT,16,0,PGE_valley
376,DEXZEL_1_UNIT,17,0,PGE_valley
377,DEXZEL_1_UNIT,18,0,PGE_valley
378,DEXZEL_1_UNIT,19,0,PGE_valley
379,DEXZEL_1_UNIT,20,0,PGE_valley
380,DEXZEL_1_UNIT,21,0,PGE_valley
381,DEXZEL_1_UNIT,22,0,PGE_valley
382,DEXZEL_1_UNIT,23,0,PGE_valley
383,DEXZEL_1_UNIT,24,0,PGE_valley
384,DALYCT_1_FCELL,1,0,PGE_valley
385,DALYCT_1_FCELL,2,0,PGE_valley
386,DALYCT_1_FCELL,3,0,PGE_valley
387,DALYCT_1_FCELL,4,0,PGE_valley
388,DALYCT_1_FCELL,5,0,PGE_valley
389,DALYCT_1_FCELL,6,0,PGE_valley
390,DALYCT_1_FCELL,7,0,PGE_valley
391,DALYCT_1_FCELL,8,0,PGE_valley
392,DALYCT_1_FCELL,9,0,PGE_valley
393,DALYCT_1_FCELL,10,0,PGE_valley
394,DALYCT_1_FCELL,11,0,PGE_valley
395,DALYCT_1_FCELL,12,0,PGE_valley
396,DALYCT_1_FCELL,13,0,PGE_valley
397,DALYCT_1_FCELL,14,0,PGE_valley
398,DALYCT_1_FCELL,15,0,PGE_valley
399,DALYCT_1_FCELL,16,0,PGE_valley
400,DALYCT_1_FCELL,17,0,PGE_valley
401,DALYCT_1_FCELL,18,0,PGE_valley
402,DALYCT_1_FCELL,19,0,PGE_valley
403,DALYCT_1_FCELL,20,0,PGE_valley
404,DALYCT_1_FCELL,21,0,PGE_valley
405,DALYCT_1_FCELL,22,0,PGE_valley
406,DALYCT_1_FCELL,23,0,PGE_valley
407,DALYCT_1_FCELL,24,0,PGE_valley
408,TXMCKT_6_UNIT,1,0,PGE_valley
409,TXMCKT_6_UNIT,2,0,PGE_valley
410,TXMCKT_6_UNIT,3,0,PGE_valley
411,TXMCKT_6_UNIT,4,0,PGE_valley
412,TXMCKT_6_UNIT,5,0,PGE_valley
413,TXMCKT_6_UNIT,6,0,PGE_valley
414,TXMCKT_6_UNIT,7,0,PGE_valley
