,Path42,Path24,Path45,Path66
0,0.0,19.759223692683975,0.0,0.0
1,0.0,64.6045883115944,0.0,0.0
2,0.0,71.29309983561855,0.0,0.0
3,0.0,65.44107364682685,0.0,0.0
4,0.0,69.04620853202815,0.0,0.0
5,0.0,63.207631919210016,0.0,0.0
6,0.0,52.34343603469425,0.0,0.0
7,0.0,50.43315221180005,0.0,0.0
8,0.0,41.23686441843506,0.0,0.0
9,0.0,24.853875746707878,0.0,0.0
10,0.0,46.695052317908235,0.0,0.0
11,0.0,50.48869159894348,0.0,0.0
12,0.0,56.21280659451696,0.0,0.0
13,0.0,50.04772428938594,0.0,0.0
14,0.0,22.39659381288005,0.0,0.0
15,0.0,6.439420498455859,0.0,0.0
16,0.0,6.3552649766810445,0.0,0.0
17,0.0,3.711166051737356,0.0,0.0
18,0.0,40.04693626229459,0.0,0.0
19,0.0,31.51209359070473,0.0,0.0
20,0.0,35.3747335199795,0.0,0.0
21,0.0,43.54434892464111,0.0,0.0
22,0.0,30.34909087803696,0.0,0.0
23,0.0,19.77941996624896,0.0,0.0
24,0.0,35.28748543045849,0.0,0.0
25,0.0,47.09512447797704,0.0,0.0
26,0.0,51.962037728411715,0.0,0.0
27,0.0,53.79343881530468,0.0,0.0
28,0.0,38.434554120028224,0.0,0.0
29,0.0,41.37055146698029,0.0,0.0
30,0.0,36.645679845685045,0.0,0.0
31,0.0,37.763587847727855,0.0,0.0
32,0.0,31.219387251967376,0.0,0.0
33,0.0,45.784809263037815,0.0,0.0
34,0.0,78.75752692235218,0.0,0.0
35,0.0,22.70703312012089,0.0,0.0
36,0.0,21.54882687419309,0.0,0.0
37,0.0,21.96119821287193,0.0,0.0
38,0.0,26.20076007017878,0.0,0.0
39,0.0,39.797393490886805,0.0,0.0
40,0.0,20.34073533013162,0.0,0.0
41,0.0,14.975447814146422,0.0,0.0
42,0.0,52.585082349173994,0.0,0.0
43,0.0,19.186610676149975,0.0,0.0
44,0.0,32.018763800157544,0.0,0.0
45,0.0,24.606099065773712,0.0,0.0
46,0.0,28.42480962982175,0.0,0.0
47,0.0,44.518732262763294,0.0,0.0
48,0.0,52.22678228507095,0.0,0.0
49,0.0,80.60705477788926,0.0,0.0
50,0.0,67.87059884627632,0.0,0.0
51,0.0,69.89634778814627,0.0,0.0
52,0.0,55.480449952937704,0.0,0.0
53,0.0,55.45421436938009,0.0,0.0
54,0.0,39.6585208573978,0.0,0.0
55,0.0,40.97628188626306,0.0,0.0
56,0.0,18.000857306836636,0.0,0.0
57,0.0,26.31474503424488,0.0,0.0
58,0.0,78.42964052206574,0.0,0.0
59,0.0,15.65994636322481,0.0,0.0
60,0.0,8.74337652794993,0.0,0.0
61,0.0,8.860031491103992,0.0,0.0
62,0.0,15.323524988148922,0.0,0.0
63,0.0,32.20860253938103,0.0,0.0
64,0.0,34.551012485891064,0.0,0.0
65,0.0,29.237344642329035,0.0,0.0
66,0.0,65.5366848595441,0.0,0.0
67,0.0,25.70221163499894,0.0,0.0
68,0.0,17.263341526458028,0.0,0.0
69,0.0,25.4431998962313,0.0,0.0
70,0.0,28.35813063545637,0.0,0.0
71,0.0,33.353042385672424,0.0,0.0
72,0.0,96.29141698056546,0.0,0.0
73,0.0,67.4773861460468,0.0,0.0
74,0.0,44.00597304388367,0.0,0.0
75,0.0,53.71968325757927,0.0,0.0
76,0.0,42.45146919658679,0.0,0.0
77,0.0,29.6766501185236,0.0,0.0
78,0.0,66.93726797884872,0.0,0.0
79,0.0,19.41792663523955,0.0,0.0
80,0.0,24.035718294293506,0.0,0.0
81,0.0,64.56065225671297,0.0,0.0
82,0.0,85.96439956536558,0.0,0.0
83,0.0,34.49940890429777,0.0,0.0
84,0.0,22.12176108846608,0.0,0.0
85,0.0,34.547195376468075,0.0,0.0
86,0.0,24.256138759002503,0.0,0.0
87,0.0,52.84307832839846,0.0,0.0
88,0.0,23.287446355292204,0.0,0.0
89,0.0,65.64166285357793,0.0,0.0
90,0.0,50.39500474090149,0.0,0.0
91,0.0,40.910266444690336,0.0,0.0
92,0.0,48.902659709797646,0.0,0.0
93,0.0,52.5949912316123,0.0,0.0
94,0.0,82.26258424792243,0.0,0.0
95,0.0,86.5729725805105,0.0,0.0
96,0.0,35.40297303181148,0.0,0.0
97,0.0,90.29736367087926,0.0,0.0
98,0.0,59.506396008103835,0.0,0.0
99,0.0,50.29828434002975,0.0,0.0
100,0.0,41.7971263302489,0.0,0.0
101,0.0,25.6148280343917,0.0,0.0
102,0.0,40.557440290757036,0.0,0.0
103,0.0,23.68257914778004,0.0,0.0
104,0.0,36.90322282969187,0.0,0.0
105,0.0,54.67140331931907,0.0,0.0
106,0.0,67.76099522380166,0.0,0.0
107,0.0,20.01095680548022,0.0,0.0
108,0.0,27.982308957355535,0.0,0.0
109,0.0,23.5942297819215,0.0,0.0
110,0.0,63.90876506979343,0.0,0.0
111,0.0,49.19649027735961,0.0,0.0
