,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,8760,12139.603005492072,3582.6012147347137,14950.354955750645,3735.079861411493,0.0,1997.4543264184695
1,8784,48395.429943141855,1012.681279089833,24671.080502475503,0.0,0.0,2921.4908491125925
2,8808,43088.153748893645,165.12201002683287,19800.687421748484,0.0,0.0,4279.659619883605
3,8832,26714.646737091352,4740.884412318221,24893.915830029273,1155.6851774396123,0.0,378.5370113320373
4,8856,48685.46259861283,9733.296973012904,21197.964264961563,2546.623043843106,0.0,3925.2808536250354
5,8880,49565.50183661205,15185.100090945289,20941.392529377033,3354.5444053901497,0.0,5462.0593396563845
6,8904,45856.153734549174,10922.029556667268,21141.48367069319,5279.872781271873,0.0,1834.225065673097
7,8928,39631.21683353292,17199.852598403635,29889.25160802276,2776.780179626276,0.0,536.7155920743545
8,8952,63453.41614710478,15307.671362190114,26396.36797501404,2393.5762584448285,0.0,1393.2138113474657
9,8976,55365.14026668659,8994.113938786733,23132.03080889543,2423.243564705103,0.0,1759.3299625539187
10,9000,20231.796535924106,8607.861258237706,27687.268906514026,2981.323823462061,0.0,2035.6337905834644
11,9024,44500.09770399728,6938.203649378935,21344.464028203012,2370.4023317058563,0.0,2127.1061599010145
12,9048,60913.00848318156,11515.240490868186,12675.440214250775,4093.795446497004,0.0,1290.4258766413739
13,9072,65510.900971713534,9247.775240068993,24106.922696087222,3417.128916961562,0.0,0.0
14,9096,51762.65201160787,7229.697429415151,23658.51975865597,4422.150878516704,0.0,353.83976601396273
15,9120,63404.17912581806,15975.782083683203,21725.64366422076,3135.4229619589005,0.0,1667.067611440465
16,9144,63761.7896293078,15838.80756871419,17236.930155137445,3622.7390239838596,0.0,1608.6660398627735
17,9168,41922.17193665868,23576.481634048534,20127.520076953326,4210.660391717974,0.0,0.0
18,9192,44644.910637777095,17997.710065207368,14972.180840503053,0.0,0.0,1075.1451085918452
19,9216,51967.995145403445,4754.089395295317,9459.604767809335,840.1146036001562,0.0,4288.123337795592
20,9240,42980.58405159897,8588.765482781286,24289.39384394999,469.2453839664495,0.0,396.12841244226337
21,9264,57097.47168848431,8356.14239752177,25797.581863918327,4231.3917579462095,0.0,0.0
22,9288,52141.794793876776,13681.311151066539,19340.437414622495,2998.005044061219,0.0,2211.93060235627
23,9312,66319.81967034351,18418.636901502734,15305.914625552925,0.0,0.0,1484.9996283746398
24,9336,72450.86953674538,16183.549303194719,10635.911242942622,280.817053388412,0.0,375.04250030914733
25,9360,63686.884037931166,13621.74631516088,8990.159581301143,913.8759031864245,0.0,2586.249535796189
26,9384,61238.97753522451,15275.589162697563,17690.341360559665,454.91921887566764,0.0,3744.5386970092904
27,9408,60644.25652255272,10706.4221832401,12371.79225144132,474.5806175147561,0.0,0.0
28,9432,42165.71224002562,10564.922148721771,11311.468812839914,573.6669111712581,0.0,0.0
29,9456,75098.78563305341,2464.6075086698565,10134.134656558499,956.8708254134899,0.0,802.8501457114924
30,9480,73492.03216932336,6439.295634891099,11992.127421796637,198.85208040206408,0.0,916.7497280171508
31,9504,60067.927036841465,10092.160088206385,29165.000069044967,0.0,369.10949747669633,201.58888230514157
32,9528,51363.95612658442,11399.130481447119,25601.614497027287,3437.2236680560354,226.7818135075483,2178.610551463341
33,9552,56534.02420525625,7263.253309966383,26865.02318403879,3490.2744254059476,279.41063777704346,620.6137479466797
34,9576,59016.61660444687,8059.960848158982,28924.2928541136,1420.7277835276898,655.2010911605239,956.6410677602339
35,9600,61451.57989733547,11696.370001574649,33420.13254398936,4828.299972741303,495.9422650860944,123.5187293096979
36,9624,60496.25578917407,15137.080524752042,26583.7980889887,0.0,557.8927240947545,1067.1872923750748
37,9648,47311.01253442097,15944.974518294759,28932.47628943585,1305.1009017948265,568.2970711383064,0.0
38,9672,52092.04511682589,15122.70611653933,20666.84128775748,1681.825796488673,526.8050411050283,0.0
39,9696,53090.10982925611,10706.207219944694,21814.172057282572,432.59735338441374,551.2830940762278,0.0
40,9720,41994.93850069122,11912.177021840485,21074.076806947425,0.0,320.86636138686447,1112.2714496607996
41,9744,49753.65876428524,9828.389574936411,28033.642827143012,300.0711000200952,600.2357366181151,644.0493660528233
42,9768,35545.62475704524,12336.766933490573,22194.078930242613,670.395676099437,1505.7732841920688,0.0
43,9792,64146.65112370466,16523.28051771337,17925.23376498126,5565.306266149735,1419.3360886430721,1020.7930674318204
44,9816,65505.01021529446,16741.29394339588,10392.351532178358,984.8142563668489,938.2445625173879,0.0
45,9840,6726.477206197346,9781.573399046572,6910.3939657893625,0.0,0.0,3430.30585229597
46,9864,0.0,13861.882755798726,7579.146361518953,877.5070052835288,0.0,2199.4574521331842
47,9888,43116.22371592777,25506.823440129505,13628.749857644238,603.3139732302761,402.61523523335677,0.0
48,9912,36327.0168046983,14377.461978048459,21397.958963554327,2601.361437480553,895.2956892744946,0.0
49,9936,66533.80958648113,15917.964873439203,27746.65230451159,966.1663058233617,865.164348508705,0.0
50,9960,47461.74404616904,10036.023126003956,22164.85397532679,684.6360280551207,780.5772309531721,1526.8468844353679
51,9984,77029.83832164656,21316.245350582394,20394.55031283979,4246.786712899502,1160.1572337162384,1247.843970580126
52,10008,53672.95051656939,20739.031365972485,25776.279550713796,3386.7672832291196,1758.0508454135913,5552.750453647276
53,10032,0.0,18781.33905508394,25930.73774660706,0.0,1613.6096392199338,5101.99505128974
54,10056,0.0,9502.552680549932,15695.458903153623,863.8292449586127,1382.363543353547,225.5410547600618
55,10080,42008.73695765758,8141.562565241458,12202.544365720625,1440.5719479717554,0.0,1192.6818127541778
56,10104,35639.84353180321,9343.194558994359,11190.037258335831,655.8941299788864,1495.7199576898038,0.0
57,10128,47734.87465008909,18246.83987920482,17262.26271653905,4442.214414729674,1195.5330490184417,0.0
58,10152,76198.11941933387,18999.55631462859,20734.19050217988,834.891097169585,792.7269921018908,291.116869165372
59,10176,53485.66444309321,19218.15441200413,35121.43051425167,0.0,0.0,1800.125272991011
60,10200,24517.371470091653,17682.416899005202,24251.497970367134,939.7018476709293,0.0,2927.9011789481433
61,10224,20643.86179691196,13385.06835946217,26555.61718039629,0.0,0.0,1709.059229271492
62,10248,57137.08135606065,9389.46972375823,22038.71026862997,0.0,0.0,3270.5932073923486
63,10272,42253.15479018395,19812.51134355858,33223.46098151045,0.0,0.0,1122.1721252850978
64,10296,55556.57066265005,22474.12525427265,34585.19181873741,0.0,0.0,2371.3821582573946
65,10320,41947.559738554846,21276.56176991543,16007.175994299996,0.0,0.0,1059.6253545283266
66,10344,30315.27131696572,18608.374184003063,15006.114631522441,0.0,0.0,0.0
