,PGE_valley,PGE_bay,SCE,SDGE,PNW
297,941.0,35.0,428.0,31.0,509.8
298,941.0,35.0,428.0,31.0,509.8
299,941.0,35.0,428.0,31.0,509.8
300,941.0,35.0,428.0,31.0,509.8
301,941.0,35.0,428.0,31.0,509.8
302,941.0,35.0,428.0,31.0,509.8
303,941.0,35.0,428.0,31.0,509.8
304,941.0,35.0,428.0,31.0,509.8
305,941.0,35.0,428.0,31.0,509.8
306,941.0,35.0,428.0,31.0,509.8
307,941.0,35.0,428.0,31.0,509.8
308,941.0,35.0,428.0,31.0,509.8
309,941.0,35.0,428.0,31.0,509.8
310,941.0,35.0,428.0,31.0,509.8
311,941.0,35.0,428.0,31.0,509.8
312,941.0,35.0,428.0,31.0,509.8
313,941.0,35.0,428.0,31.0,509.8
314,941.0,35.0,428.0,31.0,509.8
315,941.0,35.0,428.0,31.0,509.8
316,941.0,35.0,428.0,31.0,509.8
317,941.0,35.0,428.0,31.0,509.8
318,941.0,35.0,428.0,31.0,509.8
319,941.0,35.0,428.0,31.0,509.8
320,941.0,35.0,428.0,31.0,509.8
321,941.0,35.0,428.0,31.0,509.8
322,941.0,35.0,428.0,31.0,509.8
323,941.0,35.0,428.0,31.0,509.8
324,941.0,35.0,428.0,31.0,509.8
325,941.0,35.0,428.0,31.0,509.8
326,941.0,35.0,428.0,31.0,509.8
327,941.0,35.0,428.0,31.0,509.8
328,941.0,35.0,428.0,31.0,509.8
329,941.0,35.0,428.0,31.0,509.8
330,941.0,35.0,428.0,31.0,509.8
331,941.0,35.0,428.0,31.0,509.8
332,941.0,35.0,428.0,31.0,509.8
333,941.0,35.0,428.0,31.0,509.8
334,941.0,35.0,428.0,31.0,509.8
335,941.0,35.0,428.0,31.0,509.8
336,941.0,35.0,428.0,31.0,509.8
337,941.0,35.0,428.0,31.0,509.8
338,941.0,35.0,428.0,31.0,509.8
339,941.0,35.0,428.0,31.0,509.8
340,941.0,35.0,428.0,31.0,509.8
341,941.0,35.0,428.0,31.0,509.8
342,941.0,35.0,428.0,31.0,509.8
343,941.0,35.0,428.0,31.0,509.8
344,941.0,35.0,428.0,31.0,509.8
345,941.0,35.0,428.0,31.0,509.8
346,941.0,35.0,428.0,31.0,509.8
347,941.0,35.0,428.0,31.0,509.8
348,941.0,35.0,428.0,31.0,509.8
349,941.0,35.0,428.0,31.0,509.8
350,941.0,35.0,428.0,31.0,509.8
351,941.0,35.0,428.0,31.0,509.8
352,941.0,35.0,428.0,31.0,509.8
353,941.0,35.0,428.0,31.0,509.8
354,941.0,35.0,428.0,31.0,509.8
355,941.0,35.0,428.0,31.0,509.8
356,941.0,35.0,428.0,31.0,509.8
357,941.0,35.0,428.0,31.0,509.8
358,941.0,35.0,428.0,31.0,509.8
359,941.0,35.0,428.0,31.0,509.8
360,941.0,35.0,428.0,31.0,509.8
361,941.0,35.0,428.0,31.0,509.8
362,941.0,35.0,428.0,31.0,509.8
363,941.0,35.0,428.0,31.0,509.8
364,941.0,35.0,428.0,31.0,509.8
365,941.0,35.0,428.0,31.0,509.8
366,941.0,35.0,428.0,31.0,509.8
367,941.0,35.0,428.0,31.0,509.8
368,941.0,35.0,428.0,31.0,509.8
369,941.0,35.0,428.0,31.0,509.8
370,941.0,35.0,428.0,31.0,509.8
371,941.0,35.0,428.0,31.0,509.8
372,941.0,35.0,428.0,31.0,509.8
373,941.0,35.0,428.0,31.0,509.8
374,941.0,35.0,428.0,31.0,509.8
375,941.0,35.0,428.0,31.0,509.8
376,941.0,35.0,428.0,31.0,509.8
377,941.0,35.0,428.0,31.0,509.8
378,941.0,35.0,428.0,31.0,509.8
379,941.0,35.0,428.0,31.0,509.8
380,941.0,35.0,428.0,31.0,509.8
381,941.0,35.0,428.0,31.0,509.8
382,941.0,35.0,428.0,31.0,509.8
383,941.0,35.0,428.0,31.0,509.8
384,941.0,35.0,428.0,31.0,509.8
385,941.0,35.0,428.0,31.0,509.8
386,941.0,35.0,428.0,31.0,509.8
387,941.0,35.0,428.0,31.0,509.8
388,941.0,35.0,428.0,31.0,509.8
389,941.0,35.0,428.0,31.0,509.8
390,941.0,35.0,428.0,31.0,509.8
391,941.0,35.0,428.0,31.0,509.8
392,941.0,35.0,428.0,31.0,509.8
393,941.0,35.0,428.0,31.0,509.8
394,941.0,35.0,428.0,31.0,509.8
395,941.0,35.0,428.0,31.0,509.8
396,941.0,35.0,428.0,31.0,509.8
397,941.0,35.0,428.0,31.0,509.8
398,941.0,35.0,428.0,31.0,509.8
399,941.0,35.0,428.0,31.0,509.8
400,941.0,35.0,428.0,31.0,509.8
401,941.0,35.0,428.0,31.0,509.8
402,941.0,35.0,428.0,31.0,509.8
403,941.0,35.0,428.0,31.0,509.8
404,941.0,35.0,428.0,31.0,509.8
405,941.0,35.0,428.0,31.0,509.8
406,941.0,35.0,428.0,31.0,509.8
407,941.0,35.0,428.0,31.0,509.8
408,941.0,35.0,428.0,31.0,509.8
409,941.0,35.0,428.0,31.0,509.8
410,941.0,35.0,428.0,31.0,509.8
411,941.0,35.0,428.0,31.0,509.8
412,941.0,35.0,428.0,31.0,509.8
413,941.0,35.0,428.0,31.0,509.8
414,941.0,35.0,428.0,31.0,509.8
415,941.0,35.0,428.0,31.0,509.8
416,941.0,35.0,428.0,31.0,509.8
417,941.0,35.0,428.0,31.0,509.8
418,941.0,35.0,428.0,31.0,509.8
419,941.0,35.0,428.0,31.0,509.8
420,941.0,35.0,428.0,31.0,509.8
421,941.0,35.0,428.0,31.0,509.8
422,941.0,35.0,428.0,31.0,509.8
423,941.0,35.0,428.0,31.0,509.8
424,941.0,35.0,428.0,31.0,509.8
425,941.0,35.0,428.0,31.0,509.8
426,941.0,35.0,428.0,31.0,509.8
427,941.0,35.0,428.0,31.0,509.8
428,941.0,35.0,428.0,31.0,509.8
429,941.0,35.0,428.0,31.0,509.8
430,941.0,35.0,428.0,31.0,509.8
431,941.0,35.0,428.0,31.0,509.8
432,941.0,35.0,428.0,31.0,509.8
433,941.0,35.0,428.0,31.0,509.8
434,941.0,35.0,428.0,31.0,509.8
435,941.0,35.0,428.0,31.0,509.8
436,941.0,35.0,428.0,31.0,509.8
437,941.0,35.0,428.0,31.0,509.8
438,941.0,35.0,428.0,31.0,509.8
439,941.0,35.0,428.0,31.0,509.8
440,941.0,35.0,428.0,31.0,509.8
441,941.0,35.0,428.0,31.0,509.8
442,941.0,35.0,428.0,31.0,509.8
443,941.0,35.0,428.0,31.0,509.8
444,941.0,35.0,428.0,31.0,509.8
445,941.0,35.0,428.0,31.0,509.8
446,941.0,35.0,428.0,31.0,509.8
447,941.0,35.0,428.0,31.0,509.8
448,941.0,35.0,428.0,31.0,509.8
449,941.0,35.0,428.0,31.0,509.8
450,941.0,35.0,428.0,31.0,509.8
451,941.0,35.0,428.0,31.0,509.8
452,941.0,35.0,428.0,31.0,509.8
453,941.0,35.0,428.0,31.0,509.8
454,941.0,35.0,428.0,31.0,509.8
455,941.0,35.0,428.0,31.0,509.8
456,941.0,35.0,428.0,31.0,509.8
457,941.0,35.0,428.0,31.0,509.8
458,941.0,35.0,428.0,31.0,509.8
459,941.0,35.0,428.0,31.0,509.8
460,941.0,35.0,428.0,31.0,509.8
461,941.0,35.0,428.0,31.0,509.8
462,941.0,35.0,428.0,31.0,509.8
463,941.0,35.0,428.0,31.0,509.8
464,941.0,35.0,428.0,31.0,509.8
465,941.0,35.0,428.0,31.0,509.8
466,941.0,35.0,428.0,31.0,509.8
467,941.0,35.0,428.0,31.0,509.8
468,941.0,35.0,428.0,31.0,509.8
469,941.0,35.0,428.0,31.0,509.8
470,941.0,35.0,428.0,31.0,509.8
471,941.0,35.0,428.0,31.0,509.8
472,941.0,35.0,428.0,31.0,509.8
473,941.0,35.0,428.0,31.0,509.8
474,941.0,35.0,428.0,31.0,509.8
475,941.0,35.0,428.0,31.0,509.8
476,941.0,35.0,428.0,31.0,509.8
477,941.0,35.0,428.0,31.0,509.8
478,941.0,35.0,428.0,31.0,509.8
479,941.0,35.0,428.0,31.0,509.8
480,941.0,35.0,428.0,31.0,509.8
481,941.0,35.0,428.0,31.0,509.8
482,941.0,35.0,428.0,31.0,509.8
483,941.0,35.0,428.0,31.0,509.8
484,941.0,35.0,428.0,31.0,509.8
485,941.0,35.0,428.0,31.0,509.8
486,941.0,35.0,428.0,31.0,509.8
487,941.0,35.0,428.0,31.0,509.8
488,941.0,35.0,428.0,31.0,509.8
489,941.0,35.0,428.0,31.0,509.8
490,941.0,35.0,428.0,31.0,509.8
491,941.0,35.0,428.0,31.0,509.8
492,941.0,35.0,428.0,31.0,509.8
493,941.0,35.0,428.0,31.0,509.8
494,941.0,35.0,428.0,31.0,509.8
495,941.0,35.0,428.0,31.0,509.8
496,941.0,35.0,428.0,31.0,509.8
497,941.0,35.0,428.0,31.0,509.8
498,941.0,35.0,428.0,31.0,509.8
499,941.0,35.0,428.0,31.0,509.8
500,941.0,35.0,428.0,31.0,509.8
501,941.0,35.0,428.0,31.0,509.8
502,941.0,35.0,428.0,31.0,509.8
503,941.0,35.0,428.0,31.0,509.8
504,941.0,35.0,428.0,31.0,509.8
505,941.0,35.0,428.0,31.0,509.8
506,941.0,35.0,428.0,31.0,509.8
507,941.0,35.0,428.0,31.0,509.8
508,941.0,35.0,428.0,31.0,509.8
509,941.0,35.0,428.0,31.0,509.8
510,941.0,35.0,428.0,31.0,509.8
511,941.0,35.0,428.0,31.0,509.8
512,941.0,35.0,428.0,31.0,509.8
513,941.0,35.0,428.0,31.0,509.8
514,941.0,35.0,428.0,31.0,509.8
515,941.0,35.0,428.0,31.0,509.8
516,941.0,35.0,428.0,31.0,509.8
517,941.0,35.0,428.0,31.0,509.8
518,941.0,35.0,428.0,31.0,509.8
519,941.0,35.0,428.0,31.0,509.8
520,941.0,35.0,428.0,31.0,509.8
521,941.0,35.0,428.0,31.0,509.8
522,941.0,35.0,428.0,31.0,509.8
523,941.0,35.0,428.0,31.0,509.8
524,941.0,35.0,428.0,31.0,509.8
525,941.0,35.0,428.0,31.0,509.8
526,941.0,35.0,428.0,31.0,509.8
527,941.0,35.0,428.0,31.0,509.8
528,941.0,35.0,428.0,31.0,509.8
529,941.0,35.0,428.0,31.0,509.8
530,941.0,35.0,428.0,31.0,509.8
531,941.0,35.0,428.0,31.0,509.8
532,941.0,35.0,428.0,31.0,509.8
533,941.0,35.0,428.0,31.0,509.8
534,941.0,35.0,428.0,31.0,509.8
535,941.0,35.0,428.0,31.0,509.8
536,941.0,35.0,428.0,31.0,509.8
537,941.0,35.0,428.0,31.0,509.8
538,941.0,35.0,428.0,31.0,509.8
539,941.0,35.0,428.0,31.0,509.8
540,941.0,35.0,428.0,31.0,509.8
541,941.0,35.0,428.0,31.0,509.8
542,941.0,35.0,428.0,31.0,509.8
543,941.0,35.0,428.0,31.0,509.8
544,941.0,35.0,428.0,31.0,509.8
545,941.0,35.0,428.0,31.0,509.8
546,941.0,35.0,428.0,31.0,509.8
547,941.0,35.0,428.0,31.0,509.8
548,941.0,35.0,428.0,31.0,509.8
549,941.0,35.0,428.0,31.0,509.8
550,941.0,35.0,428.0,31.0,509.8
551,941.0,35.0,428.0,31.0,509.8
552,941.0,35.0,428.0,31.0,509.8
553,941.0,35.0,428.0,31.0,509.8
554,941.0,35.0,428.0,31.0,509.8
555,941.0,35.0,428.0,31.0,509.8
556,941.0,35.0,428.0,31.0,509.8
557,941.0,35.0,428.0,31.0,509.8
558,941.0,35.0,428.0,31.0,509.8
559,941.0,35.0,428.0,31.0,509.8
560,941.0,35.0,428.0,31.0,509.8
561,941.0,35.0,428.0,31.0,509.8
562,941.0,35.0,428.0,31.0,509.8
563,941.0,35.0,428.0,31.0,509.8
564,941.0,35.0,428.0,31.0,509.8
565,941.0,35.0,428.0,31.0,509.8
566,941.0,35.0,428.0,31.0,509.8
567,941.0,35.0,428.0,31.0,509.8
568,941.0,35.0,428.0,31.0,509.8
569,941.0,35.0,428.0,31.0,509.8
570,941.0,35.0,428.0,31.0,509.8
571,941.0,35.0,428.0,31.0,509.8
572,941.0,35.0,428.0,31.0,509.8
573,941.0,35.0,428.0,31.0,509.8
574,941.0,35.0,428.0,31.0,509.8
575,941.0,35.0,428.0,31.0,509.8
576,941.0,35.0,428.0,31.0,509.8
577,941.0,35.0,428.0,31.0,509.8
578,941.0,35.0,428.0,31.0,509.8
579,941.0,35.0,428.0,31.0,509.8
580,941.0,35.0,428.0,31.0,509.8
581,941.0,35.0,428.0,31.0,509.8
582,941.0,35.0,428.0,31.0,509.8
583,941.0,35.0,428.0,31.0,509.8
584,941.0,35.0,428.0,31.0,509.8
585,941.0,35.0,428.0,31.0,509.8
586,941.0,35.0,428.0,31.0,509.8
587,941.0,35.0,428.0,31.0,509.8
588,941.0,35.0,428.0,31.0,509.8
589,941.0,35.0,428.0,31.0,509.8
590,941.0,35.0,428.0,31.0,509.8
591,941.0,35.0,428.0,31.0,509.8
592,941.0,35.0,428.0,31.0,509.8
593,941.0,35.0,428.0,31.0,509.8
594,941.0,35.0,428.0,31.0,509.8
595,941.0,35.0,428.0,31.0,509.8
596,941.0,35.0,428.0,31.0,509.8
597,941.0,35.0,428.0,31.0,509.8
598,941.0,35.0,428.0,31.0,509.8
599,941.0,35.0,428.0,31.0,509.8
600,941.0,35.0,428.0,31.0,509.8
601,941.0,35.0,428.0,31.0,509.8
602,941.0,35.0,428.0,31.0,509.8
603,941.0,35.0,428.0,31.0,509.8
604,941.0,35.0,428.0,31.0,509.8
605,941.0,35.0,428.0,31.0,509.8
606,941.0,35.0,428.0,31.0,509.8
607,941.0,35.0,428.0,31.0,509.8
608,941.0,35.0,428.0,31.0,509.8
609,941.0,35.0,428.0,31.0,509.8
610,941.0,35.0,428.0,31.0,509.8
611,941.0,35.0,428.0,31.0,509.8
612,941.0,35.0,428.0,31.0,509.8
613,941.0,35.0,428.0,31.0,509.8
614,941.0,35.0,428.0,31.0,509.8
615,941.0,35.0,428.0,31.0,509.8
616,941.0,35.0,428.0,31.0,509.8
617,941.0,35.0,428.0,31.0,509.8
618,941.0,35.0,428.0,31.0,509.8
619,941.0,35.0,428.0,31.0,509.8
620,941.0,35.0,428.0,31.0,509.8
621,941.0,35.0,428.0,31.0,509.8
622,941.0,35.0,428.0,31.0,509.8
623,941.0,35.0,428.0,31.0,509.8
624,941.0,35.0,428.0,31.0,509.8
625,941.0,35.0,428.0,31.0,509.8
626,941.0,35.0,428.0,31.0,509.8
627,941.0,35.0,428.0,31.0,509.8
628,941.0,35.0,428.0,31.0,509.8
629,941.0,35.0,428.0,31.0,509.8
630,941.0,35.0,428.0,31.0,509.8
631,941.0,35.0,428.0,31.0,509.8
